VTX,IDX,Position[0],Position[1],Position[2],Position[3],Normal[0],Normal[1],Normal[2],TexCoord0[0],TexCoord0[1]
222,128,8398697660903039600000000.0000000000,-5251656028272831900000000.0000000000,5268199298942435500000000.0000000000,1.0000000000,29885968984657439000000000.0000000000,-38843161422057613000000000.0000000000,9643133462859559700000000.0000000000,0.4115671515,-0.9844456911
223,37,7344370544605656400000000.0000000000,-6562410181017347000000000.0000000000,3717102805891934800000000.0000000000,1.0000000000,18837328515197250000000000.0000000000,-54460783697414552000000000.0000000000,-7461227786008844900000000.0000000000,0.5510896444,-0.9844644070
224,433,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5509308577,-0.9507644773
225,129,8398697660903039600000000.0000000000,-5251656028272831900000000.0000000000,5268199298942435500000000.0000000000,1.0000000000,29885968984657439000000000.0000000000,-38843161422057613000000000.0000000000,9643133462859559700000000.0000000000,0.5994576812,-0.2972183228
226,43,4779560324639805500000000.0000000000,-8109378926850979000000000.0000000000,685270025143703890000000.0000000000,1.0000000000,26914821091995317000000000.0000000000,-51249998764176889000000000.0000000000,1336824013806685100000000.0000000000,0.7533062100,-0.1904207319
227,38,7344370544605656400000000.0000000000,-6562410181017347000000000.0000000000,3717102805891934800000000.0000000000,1.0000000000,18837328515197250000000000.0000000000,-54460783697414552000000000.0000000000,-7461227786008844900000000.0000000000,0.5985333920,-0.1908563823
228,40,-170484520498847520000000.0000000000,-2329876522668352100000000.0000000000,-1207369952044162200000000.0000000000,1.0000000000,-1950984146389247900000000.0000000000,-15804581179465490000000000.0000000000,-8912871828920078200000000.0000000000,0.7522301674,-0.1895556897
229,39,7344370544605656400000000.0000000000,-6562410181017347000000000.0000000000,3717102805891934800000000.0000000000,1.0000000000,18837328515197250000000000.0000000000,-54460783697414552000000000.0000000000,-7461227786008844900000000.0000000000,0.5997927785,-0.2899124324
230,42,4779560324639805500000000.0000000000,-8109378926850979000000000.0000000000,685270025143703890000000.0000000000,1.0000000000,26914821091995317000000000.0000000000,-51249998764176889000000000.0000000000,1336824013806685100000000.0000000000,0.7511910200,-0.2929191291
231,56,-2509977561437125400000000.0000000000,928098928904750300000000.0000000000,-1864094073079364800000000.0000000000,1.0000000000,-33771498922623250000000000.0000000000,35773309613543091000000000.0000000000,-14564200202440672000000000.0000000000,0.9009388685,-0.9620170593
232,41,-170484520498847520000000.0000000000,-2329876522668352100000000.0000000000,-1207369952044162200000000.0000000000,1.0000000000,-1950984146389247900000000.0000000000,-15804581179465490000000000.0000000000,-8912871828920078200000000.0000000000,0.9178889394,-0.9824858904
233,45,4779560324639805500000000.0000000000,-8109378926850979000000000.0000000000,685270025143703890000000.0000000000,1.0000000000,26914821091995317000000000.0000000000,-51249998764176889000000000.0000000000,1336824013806685100000000.0000000000,0.8285561800,-0.9872618914
234,55,-1221362528000011300000000.0000000000,-1798242079039983200000000.0000000000,-1923217761333048900000000.0000000000,1.0000000000,-10727644064147550000000000.0000000000,8717017558942733200000000.0000000000,-5821663302454218500000000.0000000000,0.9582740068,-0.9623927474
235,41,-170484520498847520000000.0000000000,-2329876522668352100000000.0000000000,-1207369952044162200000000.0000000000,1.0000000000,-1950984146389247900000000.0000000000,-15804581179465490000000000.0000000000,-8912871828920078200000000.0000000000,0.9178889394,-0.9824858904
236,56,-2509977561437125400000000.0000000000,928098928904750300000000.0000000000,-1864094073079364800000000.0000000000,1.0000000000,-33771498922623250000000000.0000000000,35773309613543091000000000.0000000000,-14564200202440672000000000.0000000000,0.9009388685,-0.9620170593
237,41,-170484520498847520000000.0000000000,-2329876522668352100000000.0000000000,-1207369952044162200000000.0000000000,1.0000000000,-1950984146389247900000000.0000000000,-15804581179465490000000000.0000000000,-8912871828920078200000000.0000000000,0.9178889394,-0.9824858904
238,55,-1221362528000011300000000.0000000000,-1798242079039983200000000.0000000000,-1923217761333048900000000.0000000000,1.0000000000,-10727644064147550000000000.0000000000,8717017558942733200000000.0000000000,-5821663302454218500000000.0000000000,0.9582740068,-0.9623927474
239,136,-1931408692162528300000000.0000000000,598415836515651670000000.0000000000,-1486684209739996900000000.0000000000,1.0000000000,-3573249907458377000000000.0000000000,-1161692931413895900000000.0000000000,-3775178344382743200000000.0000000000,0.9946563244,-0.9745259881
240,129,8398697660903039600000000.0000000000,-5251656028272831900000000.0000000000,5268199298942435500000000.0000000000,1.0000000000,29885968984657439000000000.0000000000,-38843161422057613000000000.0000000000,9643133462859559700000000.0000000000,0.5994576812,-0.2972183228
241,50,5608725618082361500000000.0000000000,-5915750920602174100000000.0000000000,2430289932881709300000000.0000000000,1.0000000000,39864769778975759000000000.0000000000,-29994156832806736000000000.0000000000,22717252948807663000000000.0000000000,0.7501809597,-0.2956327796
242,43,4779560324639805500000000.0000000000,-8109378926850979000000000.0000000000,685270025143703890000000.0000000000,1.0000000000,26914821091995317000000000.0000000000,-51249998764176889000000000.0000000000,1336824013806685100000000.0000000000,0.7533062100,-0.1904207319
243,51,-540684877439532650000000.0000000000,1554651526509955900000000.0000000000,210307041757517340000000.0000000000,1.0000000000,-10466337863892922000000000.0000000000,20713134109035599000000000.0000000000,-165936821623925820000000.0000000000,0.8185078502,-0.9702100754
244,44,4779560324639805500000000.0000000000,-8109378926850979000000000.0000000000,685270025143703890000000.0000000000,1.0000000000,26914821091995317000000000.0000000000,-51249998764176889000000000.0000000000,1336824013806685100000000.0000000000,0.7546980381,-0.9932026863
245,49,5608725618082361500000000.0000000000,-5915750920602174100000000.0000000000,2430289932881709300000000.0000000000,1.0000000000,39864769778975759000000000.0000000000,-29994156832806736000000000.0000000000,22717252948807663000000000.0000000000,0.7159972787,-0.9904847145
246,56,-2509977561437125400000000.0000000000,928098928904750300000000.0000000000,-1864094073079364800000000.0000000000,1.0000000000,-33771498922623250000000000.0000000000,35773309613543091000000000.0000000000,-14564200202440672000000000.0000000000,0.9009388685,-0.9620170593
247,45,4779560324639805500000000.0000000000,-8109378926850979000000000.0000000000,685270025143703890000000.0000000000,1.0000000000,26914821091995317000000000.0000000000,-51249998764176889000000000.0000000000,1336824013806685100000000.0000000000,0.8285561800,-0.9872618914
248,52,-540684877439532650000000.0000000000,1554651526509955900000000.0000000000,210307041757517340000000.0000000000,1.0000000000,-10466337863892922000000000.0000000000,20713134109035599000000000.0000000000,-165936821623925820000000.0000000000,0.8185263872,-0.9689917564
249,49,5608725618082361500000000.0000000000,-5915750920602174100000000.0000000000,2430289932881709300000000.0000000000,1.0000000000,39864769778975759000000000.0000000000,-29994156832806736000000000.0000000000,22717252948807663000000000.0000000000,0.7159972787,-0.9904847145
250,46,5040110496617787600000000.0000000000,-1457019971772027000000000.0000000000,3926810868899011900000000.0000000000,1.0000000000,39918874079343949000000000.0000000000,-1176939165390816800000000.0000000000,35781707493782647000000000.0000000000,0.6145913005,-0.9913031459
251,58,-776436580352.0000000000,139080335360.0000000000,-643490906112.0000000000,1.0000000000,-5278153048064.0000000000,309149302784.0000000000,-4661786443776.0000000000,0.6205832362,-0.9821146131
252,51,-540684877439532650000000.0000000000,1554651526509955900000000.0000000000,210307041757517340000000.0000000000,1.0000000000,-10466337863892922000000000.0000000000,20713134109035599000000000.0000000000,-165936821623925820000000.0000000000,0.8185078502,-0.9702100754
253,49,5608725618082361500000000.0000000000,-5915750920602174100000000.0000000000,2430289932881709300000000.0000000000,1.0000000000,39864769778975759000000000.0000000000,-29994156832806736000000000.0000000000,22717252948807663000000000.0000000000,0.7159972787,-0.9904847145
254,57,1184210497205184100000000.0000000000,943332913090684800000000.0000000000,1503303429113716600000000.0000000000,1.0000000000,-188652545798818370000000.0000000000,17820942892694974000000000.0000000000,7877182265205416900000000.0000000000,0.7023377419,-0.9663599730
255,57,1184210497205184100000000.0000000000,943332913090684800000000.0000000000,1503303429113716600000000.0000000000,1.0000000000,-188652545798818370000000.0000000000,17820942892694974000000000.0000000000,7877182265205416900000000.0000000000,0.7023377419,-0.9663599730
256,49,5608725618082361500000000.0000000000,-5915750920602174100000000.0000000000,2430289932881709300000000.0000000000,1.0000000000,39864769778975759000000000.0000000000,-29994156832806736000000000.0000000000,22717252948807663000000000.0000000000,0.7159972787,-0.9904847145
257,58,-776436580352.0000000000,139080335360.0000000000,-643490906112.0000000000,1.0000000000,-5278153048064.0000000000,309149302784.0000000000,-4661786443776.0000000000,0.6205832362,-0.9821146131
258,57,1184210497205184100000000.0000000000,943332913090684800000000.0000000000,1503303429113716600000000.0000000000,1.0000000000,-188652545798818370000000.0000000000,17820942892694974000000000.0000000000,7877182265205416900000000.0000000000,0.7023377419,-0.9663599730
259,288,4328109986389774000000000.0000000000,3731069008768366000000000.0000000000,5622311645092648600000000.0000000000,1.0000000000,2950236202411562100000000.0000000000,45177653433132994000000000.0000000000,23088163937740750000000000.0000000000,0.7250947356,-0.9445111156
260,51,-540684877439532650000000.0000000000,1554651526509955900000000.0000000000,210307041757517340000000.0000000000,1.0000000000,-10466337863892922000000000.0000000000,20713134109035599000000000.0000000000,-165936821623925820000000.0000000000,0.8185078502,-0.9702100754
261,51,-540684877439532650000000.0000000000,1554651526509955900000000.0000000000,210307041757517340000000.0000000000,1.0000000000,-10466337863892922000000000.0000000000,20713134109035599000000000.0000000000,-165936821623925820000000.0000000000,0.8185078502,-0.9702100754
262,288,4328109986389774000000000.0000000000,3731069008768366000000000.0000000000,5622311645092648600000000.0000000000,1.0000000000,2950236202411562100000000.0000000000,45177653433132994000000000.0000000000,23088163937740750000000000.0000000000,0.7250947356,-0.9445111156
263,126,4543158670036566100000000.0000000000,6819533582053261400000000.0000000000,7212834883066565800000000.0000000000,1.0000000000,-19735622693825656000000000.0000000000,54147064532638992000000000.0000000000,6502383322879991500000000.0000000000,0.8003012538,-0.9040687680
264,56,-2509977561437125400000000.0000000000,928098928904750300000000.0000000000,-1864094073079364800000000.0000000000,1.0000000000,-33771498922623250000000000.0000000000,35773309613543091000000000.0000000000,-14564200202440672000000000.0000000000,0.9009388685,-0.9620170593
265,52,-540684877439532650000000.0000000000,1554651526509955900000000.0000000000,210307041757517340000000.0000000000,1.0000000000,-10466337863892922000000000.0000000000,20713134109035599000000000.0000000000,-165936821623925820000000.0000000000,0.8185263872,-0.9689917564
266,127,4543158670036566100000000.0000000000,6819533582053261400000000.0000000000,7212834883066565800000000.0000000000,1.0000000000,-19735622693825656000000000.0000000000,54147064532638992000000000.0000000000,6502383322879991500000000.0000000000,0.8003345728,-0.9044500589
267,53,2244968753770452400000000.0000000000,51661043527146092000000.0000000000,2065528483139007000000000.0000000000,1.0000000000,7656373009260856700000000.0000000000,11731942457595529000000000.0000000000,12263533810782663000000000.0000000000,0.6295068264,-0.9609368443
268,54,3558856547164489000000000.0000000000,-842051641214734810000000.0000000000,2857098015122650200000000.0000000000,1.0000000000,16237370618472331000000000.0000000000,2507219773198105800000000.0000000000,15903139827208311000000000.0000000000,0.5570914149,-0.9288128018
269,287,2958016693185401400000000.0000000000,398639111406852030000000.0000000000,2870883785783610500000000.0000000000,1.0000000000,10366768103990561000000000.0000000000,9558966734258746000000000.0000000000,13747697734113589000000000.0000000000,0.6388542056,-0.9338358641
270,57,1184210497205184100000000.0000000000,943332913090684800000000.0000000000,1503303429113716600000000.0000000000,1.0000000000,-188652545798818370000000.0000000000,17820942892694974000000000.0000000000,7877182265205416900000000.0000000000,0.7023377419,-0.9663599730
271,58,-776436580352.0000000000,139080335360.0000000000,-643490906112.0000000000,1.0000000000,-5278153048064.0000000000,309149302784.0000000000,-4661786443776.0000000000,0.6205832362,-0.9821146131
272,53,2244968753770452400000000.0000000000,51661043527146092000000.0000000000,2065528483139007000000000.0000000000,1.0000000000,7656373009260856700000000.0000000000,11731942457595529000000000.0000000000,12263533810782663000000000.0000000000,0.6295068264,-0.9609368443
273,57,1184210497205184100000000.0000000000,943332913090684800000000.0000000000,1503303429113716600000000.0000000000,1.0000000000,-188652545798818370000000.0000000000,17820942892694974000000000.0000000000,7877182265205416900000000.0000000000,0.7023377419,-0.9663599730
274,53,2244968753770452400000000.0000000000,51661043527146092000000.0000000000,2065528483139007000000000.0000000000,1.0000000000,7656373009260856700000000.0000000000,11731942457595529000000000.0000000000,12263533810782663000000000.0000000000,0.6295068264,-0.9609368443
275,288,4328109986389774000000000.0000000000,3731069008768366000000000.0000000000,5622311645092648600000000.0000000000,1.0000000000,2950236202411562100000000.0000000000,45177653433132994000000000.0000000000,23088163937740750000000000.0000000000,0.7250947356,-0.9445111156
276,288,4328109986389774000000000.0000000000,3731069008768366000000000.0000000000,5622311645092648600000000.0000000000,1.0000000000,2950236202411562100000000.0000000000,45177653433132994000000000.0000000000,23088163937740750000000000.0000000000,0.7250947356,-0.9445111156
277,53,2244968753770452400000000.0000000000,51661043527146092000000.0000000000,2065528483139007000000000.0000000000,1.0000000000,7656373009260856700000000.0000000000,11731942457595529000000000.0000000000,12263533810782663000000000.0000000000,0.6295068264,-0.9609368443
278,287,2958016693185401400000000.0000000000,398639111406852030000000.0000000000,2870883785783610500000000.0000000000,1.0000000000,10366768103990561000000000.0000000000,9558966734258746000000000.0000000000,13747697734113589000000000.0000000000,0.6388542056,-0.9338358641
279,287,2958016693185401400000000.0000000000,398639111406852030000000.0000000000,2870883785783610500000000.0000000000,1.0000000000,10366768103990561000000000.0000000000,9558966734258746000000000.0000000000,13747697734113589000000000.0000000000,0.6388542056,-0.9338358641
280,54,3558856547164489000000000.0000000000,-842051641214734810000000.0000000000,2857098015122650200000000.0000000000,1.0000000000,16237370618472331000000000.0000000000,2507219773198105800000000.0000000000,15903139827208311000000000.0000000000,0.5570914149,-0.9288128018
281,448,9384753377383623800000000.0000000000,2561784377477010200000000.0000000000,9694115651793274500000000.0000000000,1.0000000000,37144732801703027000000000.0000000000,3826006906525969100000000.0000000000,35517704610128744000000000.0000000000,0.6642954946,-0.8967104554
282,448,9384753377383623800000000.0000000000,2561784377477010200000000.0000000000,9694115651793274500000000.0000000000,1.0000000000,37144732801703027000000000.0000000000,3826006906525969100000000.0000000000,35517704610128744000000000.0000000000,0.6642954946,-0.8967104554
283,54,3558856547164489000000000.0000000000,-842051641214734810000000.0000000000,2857098015122650200000000.0000000000,1.0000000000,16237370618472331000000000.0000000000,2507219773198105800000000.0000000000,15903139827208311000000000.0000000000,0.5570914149,-0.9288128018
284,449,9849319638900439000000000.0000000000,-81453904300473739000000.0000000000,8922908587078433100000000.0000000000,1.0000000000,41009773018688966000000000.0000000000,-33140027673649015000000000.0000000000,22338004031553259000000000.0000000000,0.6028060317,-0.8961798549
285,990,463153356212919480000000.0000000000,5185217197187605400000000.0000000000,2763213022929129300000000.0000000000,1.0000000000,-2339979862043598100000000.0000000000,36615843896522692000000000.0000000000,14408852100145432000000000.0000000000,0.5425848365,-0.9151226282
286,54,3558856547164489000000000.0000000000,-842051641214734810000000.0000000000,2857098015122650200000000.0000000000,1.0000000000,16237370618472331000000000.0000000000,2507219773198105800000000.0000000000,15903139827208311000000000.0000000000,0.5570914149,-0.9288128018
287,917,752582626614234270000000.0000000000,1371652619539353400000000.0000000000,1304111307265346600000000.0000000000,1.0000000000,5421717138349112500000000.0000000000,4974342089387490000000000.0000000000,7178662289670018900000000.0000000000,0.5570914149,-0.9288128018
288,114,295315150855114860000000.0000000000,-2253520981376437900000000.0000000000,-749157152708859250000000.0000000000,1.0000000000,-20258712403837820000000000.0000000000,673411651008070160000000.0000000000,-18124736556237373000000000.0000000000,0.9615106583,-0.9423855543
289,55,-1221362528000011300000000.0000000000,-1798242079039983200000000.0000000000,-1923217761333048900000000.0000000000,1.0000000000,-10727644064147550000000000.0000000000,8717017558942733200000000.0000000000,-5821663302454218500000000.0000000000,0.9582740068,-0.9623927474
290,56,-2509977561437125400000000.0000000000,928098928904750300000000.0000000000,-1864094073079364800000000.0000000000,1.0000000000,-33771498922623250000000000.0000000000,35773309613543091000000000.0000000000,-14564200202440672000000000.0000000000,0.9009388685,-0.9620170593
291,165,4160448105964580200000000.0000000000,776792032655939030000000.0000000000,4135499461065640300000000.0000000000,1.0000000000,-18039709748194123000000000.0000000000,-16984151311729819000000000.0000000000,-24081166006286591000000000.0000000000,0.9527046680,-0.8872966766
292,114,295315150855114860000000.0000000000,-2253520981376437900000000.0000000000,-749157152708859250000000.0000000000,1.0000000000,-20258712403837820000000000.0000000000,673411651008070160000000.0000000000,-18124736556237373000000000.0000000000,0.9615106583,-0.9423855543
293,56,-2509977561437125400000000.0000000000,928098928904750300000000.0000000000,-1864094073079364800000000.0000000000,1.0000000000,-33771498922623250000000000.0000000000,35773309613543091000000000.0000000000,-14564200202440672000000000.0000000000,0.9009388685,-0.9620170593
294,56,-2509977561437125400000000.0000000000,928098928904750300000000.0000000000,-1864094073079364800000000.0000000000,1.0000000000,-33771498922623250000000000.0000000000,35773309613543091000000000.0000000000,-14564200202440672000000000.0000000000,0.9009388685,-0.9620170593
295,127,4543158670036566100000000.0000000000,6819533582053261400000000.0000000000,7212834883066565800000000.0000000000,1.0000000000,-19735622693825656000000000.0000000000,54147064532638992000000000.0000000000,6502383322879991500000000.0000000000,0.8003345728,-0.9044500589
296,453,3335356948888928600000000.0000000000,4489184073337644300000000.0000000000,5061628047119017500000000.0000000000,1.0000000000,-35332566169075967000000000.0000000000,31203179497827752000000000.0000000000,-18048356659478674000000000.0000000000,0.8581019044,-0.8986464143
297,165,4160448105964580200000000.0000000000,776792032655939030000000.0000000000,4135499461065640300000000.0000000000,1.0000000000,-18039709748194123000000000.0000000000,-16984151311729819000000000.0000000000,-24081166006286591000000000.0000000000,0.9527046680,-0.8872966766
298,56,-2509977561437125400000000.0000000000,928098928904750300000000.0000000000,-1864094073079364800000000.0000000000,1.0000000000,-33771498922623250000000000.0000000000,35773309613543091000000000.0000000000,-14564200202440672000000000.0000000000,0.9009388685,-0.9620170593
299,453,3335356948888928600000000.0000000000,4489184073337644300000000.0000000000,5061628047119017500000000.0000000000,1.0000000000,-35332566169075967000000000.0000000000,31203179497827752000000000.0000000000,-18048356659478674000000000.0000000000,0.8581019044,-0.8986464143
300,59,11274970490029559000000000.0000000000,852461225364641950000000.0000000000,10641590003043695000000000.0000000000,1.0000000000,16527388022956183000000000.0000000000,-52871573637034382000000000.0000000000,-8844765296878437900000000.0000000000,0.5989811420,-0.8555297852
301,106,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6034759879,-0.8332424760
302,118,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,1.#INF000000,1.#INF000000,-1.#INF000000,0.6443817019,-0.8352020979
303,113,12410545137678091000000000.0000000000,1860031898273070700000000.0000000000,12129664636118248000000000.0000000000,1.0000000000,38487692663757230000000000.0000000000,-33313041992159346000000000.0000000000,19965586722977547000000000.0000000000,0.6448525786,-0.8577960730
304,59,11274970490029559000000000.0000000000,852461225364641950000000.0000000000,10641590003043695000000000.0000000000,1.0000000000,16527388022956183000000000.0000000000,-52871573637034382000000000.0000000000,-8844765296878437900000000.0000000000,0.5989811420,-0.8555297852
305,118,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,1.#INF000000,1.#INF000000,-1.#INF000000,0.6443817019,-0.8352020979
306,450,8166473905602119300000000.0000000000,-1625411939740013100000000.0000000000,6694736170247845500000000.0000000000,1.0000000000,24029766459768208000000000.0000000000,-49953547755618526000000000.0000000000,-702108443718486890000000.0000000000,0.5765239596,-0.8932788968
307,59,11274970490029559000000000.0000000000,852461225364641950000000.0000000000,10641590003043695000000000.0000000000,1.0000000000,16527388022956183000000000.0000000000,-52871573637034382000000000.0000000000,-8844765296878437900000000.0000000000,0.5989811420,-0.8555297852
308,113,12410545137678091000000000.0000000000,1860031898273070700000000.0000000000,12129664636118248000000000.0000000000,1.0000000000,38487692663757230000000000.0000000000,-33313041992159346000000000.0000000000,19965586722977547000000000.0000000000,0.6448525786,-0.8577960730
309,60,11274970490029559000000000.0000000000,852461225364641950000000.0000000000,10641590003043695000000000.0000000000,1.0000000000,16527388022956183000000000.0000000000,-52871573637034382000000000.0000000000,-8844765296878437900000000.0000000000,0.9931689501,-0.8366045356
310,102,8357487634642372500000000.0000000000,3768487652661133500000000.0000000000,9304641473714512500000000.0000000000,1.0000000000,-23853339493604241000000000.0000000000,-14162766769594623000000000.0000000000,-28095412712712729000000000.0000000000,0.9128020406,-0.8323205113
311,107,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9935187697,-0.8119537830
312,102,8357487634642372500000000.0000000000,3768487652661133500000000.0000000000,9304641473714512500000000.0000000000,1.0000000000,-23853339493604241000000000.0000000000,-14162766769594623000000000.0000000000,-28095412712712729000000000.0000000000,0.9128020406,-0.8323205113
313,60,11274970490029559000000000.0000000000,852461225364641950000000.0000000000,10641590003043695000000000.0000000000,1.0000000000,16527388022956183000000000.0000000000,-52871573637034382000000000.0000000000,-8844765296878437900000000.0000000000,0.9931689501,-0.8366045356
314,165,4160448105964580200000000.0000000000,776792032655939030000000.0000000000,4135499461065640300000000.0000000000,1.0000000000,-18039709748194123000000000.0000000000,-16984151311729819000000000.0000000000,-24081166006286591000000000.0000000000,0.9527046680,-0.8872966766
315,60,11274970490029559000000000.0000000000,852461225364641950000000.0000000000,10641590003043695000000000.0000000000,1.0000000000,16527388022956183000000000.0000000000,-52871573637034382000000000.0000000000,-8844765296878437900000000.0000000000,0.9931689501,-0.8366045356
316,452,8166473905602119300000000.0000000000,-1625411939740013100000000.0000000000,6694736170247845500000000.0000000000,1.0000000000,24029766459768208000000000.0000000000,-49953547755618526000000000.0000000000,-702108443718486890000000.0000000000,0.9945518970,-0.8864317536
317,165,4160448105964580200000000.0000000000,776792032655939030000000.0000000000,4135499461065640300000000.0000000000,1.0000000000,-18039709748194123000000000.0000000000,-16984151311729819000000000.0000000000,-24081166006286591000000000.0000000000,0.9527046680,-0.8872966766
318,139,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7443891764,-0.4181631207
319,61,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7205779552,-0.5037126541
320,68,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6023151875,-0.4904953539
321,61,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7205779552,-0.5037126541
322,152,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8174024820,-0.4557943046
323,108,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7674323320,-0.5272808075
324,61,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7205779552,-0.5037126541
325,139,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7443891764,-0.4181631207
326,152,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8174024820,-0.4557943046
327,62,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7854482532,-0.6438360810
328,77,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7894713879,-0.6458085179
329,69,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7929003239,-0.6438534260
330,78,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7844184637,-0.6461410522
331,77,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7894713879,-0.6458085179
332,62,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7854482532,-0.6438360810
333,110,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7795248628,-0.6443901658
334,78,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7844184637,-0.6461410522
335,62,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7854482532,-0.6438360810
336,63,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7285950184,-0.5160849094
337,108,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7674323320,-0.5272808075
338,163,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8257490396,-0.4559279978
339,160,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7443814278,-0.4197423458
340,111,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6296961308,-0.4992590249
341,63,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7285950184,-0.5160849094
342,63,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7285950184,-0.5160849094
343,163,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8257490396,-0.4559279978
344,160,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7443814278,-0.4197423458
345,83,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7916759253,-0.6456738710
346,80,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7836305499,-0.6463724971
347,64,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7854561210,-0.6438370347
348,64,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7854561210,-0.6438370347
349,80,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7836305499,-0.6463724971
350,109,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7795143723,-0.6443877816
351,83,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7916759253,-0.6456738710
352,64,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7854561210,-0.6438370347
353,112,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7929020524,-0.6438528299
